Word,Start,End,time_spent,post_pause,speaker,length,std_time_spent,post_space,amplitude,pitch,time,speed,isImpWord
when,310.8,310.94,0.14,0.02,0,4,0.035,0.0199999999999818,0.2648788375959203,242.17298033319173,310.87,28.57142857142857,False
its,310.96,311.06,0.1,0.04,0,3,0.0333333333333333,0.0400000000000204,0.0886308657505783,233.26301689492524,311.01,30.0,False
recommendations,311.1,311.82,0.72,0.02,0,15,0.048,0.0199999999999818,0.1498880688301352,182.96660581230967,311.46000000000004,20.833333333333336,False
are,311.84,311.94,0.1,0.04,0,3,0.0333333333333333,0.0400000000000204,0.2174672725873388,171.31269265365592,311.89,30.0,False
sensible,311.98,312.5,0.52,0.84,0,8,0.065,0.839999999999975,0.1927910225312803,299.0528628312145,312.24,15.384615384615383,True
and,313.34,313.46,0.12,0.04,0,3,0.04,0.0400000000000204,0.0947370333625663,200.3761385513241,313.4,25.0,False
when,313.5,313.66,0.16,0.04,0,4,0.04,0.0399999999999636,0.3211540110177908,203.33717494581416,313.58000000000004,25.0,False
they,313.7,313.76,0.06,0.04,0,4,0.015,0.0400000000000204,0.2917206233029878,183.8061146618798,313.73,66.66666666666667,False
are,313.8,313.88,0.08,0.04,0,3,0.0266666666666666,0.0400000000000204,0.2007178723483622,139.41644885945036,313.84000000000003,37.5,False
not,313.92,314.22,0.3,2.48,0,3,0.0999999999999999,2.4799999999999613,0.1380201583885151,74.4748192992248,314.07000000000005,10.0,True
unfortunately,316.7,317.52,0.82,0.48,0,13,0.063076923076923,0.4800000000000182,0.2579290946766422,246.10994999568356,317.11,15.853658536585368,True
ais,318.0,318.46,0.46,0.02,0,3,0.1533333333333333,0.0200000000000386,0.3694583851501414,234.02616912347145,318.23,6.521739130434782,True
are,318.48,318.54,0.06,0.06,0,3,0.02,0.0600000000000022,0.3551018211001765,254.29256904425915,318.51,50.0,False
astoundingly,318.6,319.28,0.68,0.06,0,12,0.0566666666666666,0.0600000000000022,0.1638668056835559,199.16235209446933,318.94,17.64705882352941,False
complex,319.34,320.0,0.66,1.34,0,7,0.0942857142857142,1.339999999999975,0.1041399368677281,147.2835103057487,319.67,10.606060606060606,True
moderny,321.34,321.74,0.4,0.08,0,7,0.0571428571428571,0.079999999999984,0.4065183608938956,244.341731983608,321.54,17.5,False
eyes,321.82,322.08,0.26,0.04,0,4,0.065,0.0400000000000204,0.3979949321127053,239.46777859821745,321.95,15.384615384615383,True
have,322.12,322.22,0.1,0.1,0,4,0.025,0.0999999999999659,0.317338077578648,205.1036596194938,322.17,40.0,False
millions,322.32,322.84,0.52,0.02,0,8,0.065,0.0200000000000386,0.2732636974243042,234.2737911594837,322.58,15.384615384615383,True
upon,322.86,323.16,0.3,0.08,0,4,0.075,0.079999999999984,0.1879121123464565,201.16532121409531,323.01,13.333333333333334,True
millions,323.24,323.66,0.42,0.0,0,8,0.0525,0.0,0.2558998422143232,227.59039411148188,323.45000000000005,19.047619047619047,False
of,323.66,323.72,0.06,0.06,0,2,0.03,0.0599999999999454,0.2358235437300757,263.7637286777011,323.69000000000005,33.333333333333336,False
parameters,323.78,324.48,0.7,0.92,0,10,0.0699999999999999,0.9199999999999592,0.2100210299306502,185.8229522436652,324.13,14.285714285714286,True
operating,325.4,325.86,0.46,0.02,0,9,0.0511111111111111,0.0199999999999818,0.3147183356651544,235.87502134284787,325.63,19.565217391304348,False
on,325.88,325.96,0.08,0.08,0,2,0.04,0.0800000000000409,0.3524313617038976,246.71308523508557,325.92,25.0,False
tens,326.04,326.5,0.46,0.02,0,4,0.115,0.0199999999999818,0.2489283273132302,274.6928683221995,326.27,8.695652173913043,True
of,326.52,326.58,0.06,0.08,0,2,0.03,0.0800000000000409,0.2198908648114004,185.4880686900151,326.54999999999995,33.333333333333336,False
thousands,326.66,327.16,0.5,0.0,0,9,0.0555555555555555,0.0,0.2966634415465928,203.3548492215103,326.91,18.0,False
of,327.16,327.24,0.08,0.06,0,2,0.04,0.0600000000000022,0.0754298011158228,133.6363245715944,327.20000000000005,25.0,False
compute,327.3,327.76,0.46,0.02,0,7,0.0657142857142857,0.0199999999999818,0.0868900898974167,277.0446981778036,327.53,15.217391304347826,True
nodes,327.78,328.22,0.44,1.08,0,5,0.088,1.079999999999984,0.1681090650015107,265.6695567052402,328.0,11.363636363636363,True
terrabytes,329.3,330.0,0.7,0.04,0,10,0.0699999999999999,0.0400000000000204,0.3331750451705862,234.69980534722188,329.65,14.285714285714286,True
of,330.04,330.1,0.06,0.08,0,2,0.03,0.079999999999984,0.1269431344450063,141.642066909121,330.07000000000005,33.333333333333336,False
memory,330.18,330.66,0.48,0.74,0,6,0.08,0.7399999999999523,0.3180360040248269,246.96259061919343,330.42,12.5,True
patabites,331.4,332.08,0.68,0.08,0,9,0.0755555555555555,0.0800000000000409,0.2608936960824729,213.85062764406743,331.74,13.235294117647058,True
of,332.16,332.26,0.1,0.06,0,2,0.05,0.0600000000000022,0.1493945104153591,168.07788943417623,332.21000000000004,20.0,False
data,332.32,332.66,0.34,2.54,0,4,0.085,2.539999999999964,0.2107358896537843,153.6013003518147,332.49,11.76470588235294,True
and,335.2,335.34,0.14,0.06,0,3,0.0466666666666666,0.0600000000000022,0.2445009185956964,239.33493180170493,335.27,21.428571428571427,False
as,335.4,335.56,0.16,0.04,0,2,0.08,0.0400000000000204,0.3700427109988827,246.4072944256588,335.48,12.5,True
humans,335.6,336.1,0.5,1.56,0,6,0.0833333333333333,1.5600000000000025,0.1204279450272637,194.35130550187785,335.85,12.0,True
yeah,337.66,337.66,0.0,0.34,0,4,0.0,0.339999999999975,,,337.66,inf,False
seven,338.0,338.4,0.4,1.98,0,5,0.08,1.9800000000000184,0.2493536217765695,210.57093861043847,338.2,12.5,True
plus,340.38,340.72,0.34,0.22,0,4,0.085,0.2199999999999704,0.2397299354825054,183.01145805179428,340.55,11.76470588235294,True
reminders,340.94,341.4,0.46,0.02,0,9,0.0511111111111111,0.0200000000000386,0.3095794168813933,269.0259850418158,341.17,19.565217391304348,False
to,341.42,341.54,0.12,0.0,0,2,0.06,0.0,0.0810365040974163,211.6553129860249,341.48,16.666666666666668,False
you,341.54,341.64,0.1,1.26,0,3,0.0333333333333333,1.259999999999991,0.1410730484179616,162.60389607869843,341.59000000000003,30.0,False
seven,342.9,343.24,0.34,0.04,0,5,0.068,0.0399999999999636,0.285410070371759,243.03404364049487,343.07,14.705882352941176,True
discrete,343.28,343.8,0.52,0.24,0,8,0.065,0.2400000000000091,0.1095577536876318,220.97389957038428,343.54,15.384615384615383,True
ideas,344.04,344.5,0.46,0.02,0,5,0.092,0.0199999999999818,0.2144120908046599,235.9766436335972,344.27,10.869565217391305,True
or,344.52,344.6,0.08,0.06,0,2,0.04,0.0600000000000022,0.3457732959388542,298.6445175606363,344.56,25.0,False
thoughts,344.66,345.08,0.42,1.0,0,8,0.0525,1.0,0.2199745186640495,168.92877684719497,344.87,19.047619047619047,False
that's,346.08,346.32,0.24,0.02,0,6,0.04,0.0199999999999818,0.2110671990127254,286.6405441989662,346.2,25.0,False
about,346.34,346.56,0.22,0.08,0,5,0.044,0.079999999999984,0.3322106700205356,244.13491655006573,346.45,22.727272727272727,False
all,346.64,346.82,0.18,0.06,0,3,0.06,0.0600000000000022,0.3312606751883761,236.2360064425376,346.73,16.666666666666668,False
that,346.88,347.0,0.12,0.12,0,4,0.03,0.1200000000000045,0.224555259599042,210.95117746414823,346.94,33.333333333333336,False
our,347.12,347.34,0.22,0.06,0,3,0.0733333333333333,0.0600000000000022,0.2405964213803275,254.2811049654296,347.23,13.636363636363637,True
memories,347.4,347.96,0.56,0.1,0,8,0.07,0.1000000000000227,0.1172882569840313,175.92487017062282,347.67999999999995,14.285714285714285,True
can,348.06,348.18,0.12,0.08,0,3,0.04,0.079999999999984,0.0741443091742705,188.17279703818417,348.12,25.0,False
hold,348.26,348.62,0.36,0.06,0,4,0.09,0.0600000000000022,0.1452314122107204,171.1861331834019,348.44,11.11111111111111,True
at,348.68,348.78,0.1,0.04,0,2,0.05,0.0400000000000204,0.1221863385249658,186.2272618598716,348.73,20.0,False
one,348.82,349.0,0.18,0.06,0,3,0.06,0.0600000000000022,0.1033480049650607,154.39162273441883,348.91,16.666666666666668,False
time,349.06,349.44,0.38,2.62,0,4,0.095,2.6200000000000045,0.0596679196259623,,349.25,10.526315789473683,True
so,352.06,352.24,0.18,0.64,0,2,0.09,0.6399999999999864,0.1505519244081501,128.4602821299136,352.15,11.11111111111111,True
well,352.88,353.1,0.22,1.28,0,4,0.055,1.2799999999999727,0.144463236958219,88.37973558378937,352.99,18.181818181818183,False
i,354.38,354.44,0.06,0.06,0,1,0.06,0.0600000000000022,0.0176774357196183,,354.41,16.666666666666668,False
guess,354.5,354.64,0.14,0.02,0,5,0.028,0.0200000000000386,0.1352786911399574,214.64605788596583,354.57,35.71428571428571,False
there,354.66,354.78,0.12,0.04,0,5,0.024,0.0400000000000204,0.4189507151636216,249.00803537602005,354.72,41.66666666666667,False
goes,354.82,355.0,0.18,0.02,0,4,0.045,0.0199999999999818,0.365138562845697,247.6272023482221,354.91,22.22222222222222,False
the,355.02,355.04,0.02,0.04,0,3,0.0066666666666666,0.0399999999999636,0.2348609222632265,261.4620657161027,355.03,150.0,False
explainability,355.08,355.68,0.6,0.06,0,14,0.0428571428571428,0.0600000000000022,0.2873336758384337,261.0977796135438,355.38,23.333333333333336,False
plan,355.74,356.0,0.26,0.36,0,4,0.065,0.3600000000000136,0.3301307683905093,226.03515419485183,355.87,15.384615384615383,True
if,356.36,356.5,0.14,0.02,0,2,0.07,0.0199999999999818,0.0698150925952305,231.65544214994011,356.43,14.285714285714285,True
we,356.52,356.6,0.08,0.06,0,2,0.04,0.0600000000000022,0.1716124735335061,216.8078780052187,356.56,25.0,False
wanted,356.66,356.92,0.26,0.04,0,6,0.0433333333333333,0.0399999999999636,0.4665743324082307,261.04436631083536,356.79,23.076923076923077,False
a,356.96,357.0,0.04,0.08,0,1,0.04,0.079999999999984,0.5553567027042812,279.487180515032,356.98,25.0,False
eyes,357.08,357.36,0.28,0.02,0,4,0.07,0.0199999999999818,0.4356024261793638,260.041002525033,357.22,14.285714285714285,True
that,357.38,357.5,0.12,0.02,0,4,0.03,0.0199999999999818,0.1867937934227495,238.2699490643771,357.44,33.333333333333336,False
were,357.52,357.66,0.14,0.58,0,4,0.035,0.5799999999999841,0.3127843694910646,208.478725003655,357.59000000000003,28.57142857142857,False
explainable,358.24,358.86,0.62,0.04,0,11,0.0563636363636363,0.0399999999999636,0.220062689206465,257.6911120731216,358.55,17.741935483870968,False
we'd,358.9,359.02,0.12,0.06,0,4,0.03,0.0600000000000022,0.2189917250363501,221.85786402502688,358.96,33.333333333333336,False
have,359.08,359.26,0.18,0.02,0,4,0.045,0.0199999999999818,0.3994835462055325,235.38596373716635,359.17,22.22222222222222,False
to,359.28,359.34,0.06,0.06,0,2,0.03,0.0600000000000022,0.0564366962328793,259.75867803648714,359.30999999999995,33.333333333333336,False
make,359.4,359.54,0.14,0.02,0,4,0.035,0.0199999999999818,0.1655311601545142,219.87672058292256,359.47,28.57142857142857,False
them,359.56,359.7,0.14,0.1,0,4,0.035,0.1000000000000227,0.1304489766041743,198.6453473743765,359.63,28.57142857142857,False
so,359.8,359.96,0.16,0.12,0,2,0.08,0.1200000000000045,0.1966595624506299,227.13064847605537,359.88,12.5,True
simple,360.08,360.56,0.48,0.8,0,6,0.08,0.8000000000000114,0.1794964814231356,160.12908714429048,360.32,12.5,True
that,361.36,361.5,0.14,0.04,0,4,0.035,0.0400000000000204,0.3962542263363419,213.5658304916504,361.43,28.57142857142857,False
it,361.54,361.62,0.08,0.04,0,2,0.04,0.0400000000000204,0.3870958920357334,240.67563582635628,361.58,25.0,False
would,361.66,361.88,0.22,0.3,0,5,0.044,0.3000000000000113,0.2765864205991511,245.65197978824256,361.77,22.727272727272727,False
defeat,362.18,362.46,0.28,0.04,0,6,0.0466666666666666,0.0400000000000204,0.1891032306457458,215.13299661769904,362.32,21.428571428571427,False
the,362.5,362.56,0.06,0.04,0,3,0.02,0.0400000000000204,0.3147729015944741,173.25749173517647,362.53,50.0,False
purpose,362.6,362.98,0.38,0.02,0,7,0.0542857142857142,0.0199999999999818,0.2033241030470458,236.5592422618465,362.79,18.42105263157895,False
of,363.0,363.08,0.08,0.04,0,2,0.04,0.0400000000000204,0.2451257383307741,205.7832268416172,363.04,25.0,False
a,363.12,363.16,0.04,0.06,0,1,0.04,0.0600000000000022,0.1842183925669397,,363.14,25.0,False
tool,363.22,363.52,0.3,0.06,0,4,0.075,0.0600000000000022,0.2344593830340726,207.6471662186555,363.37,13.333333333333334,True
that,363.58,363.74,0.16,0.22,0,4,0.04,0.2199999999999704,0.2755247216372309,240.7838400623301,363.66,25.0,False
we,363.96,364.06,0.1,0.06,0,2,0.05,0.0600000000000022,0.2008513602000749,251.44648085086888,364.01,20.0,False
could,364.12,364.3,0.18,0.14,0,5,0.036,0.1399999999999863,0.3491270887699877,261.7721336031318,364.21,27.77777777777778,False
give,364.44,364.56,0.12,0.06,0,4,0.03,0.0600000000000022,0.353852603072847,245.8562038845459,364.5,33.333333333333336,False
large,364.62,364.84,0.22,0.02,0,5,0.044,0.0200000000000386,0.3535224082447211,235.4153059168609,364.73,22.727272727272727,False
amounts,364.86,365.12,0.26,0.0,0,7,0.0371428571428571,0.0,0.2071520887191286,245.88424156535825,364.99,26.923076923076923,False
of,365.12,365.2,0.08,0.04,0,2,0.04,0.0400000000000204,0.1302218961637695,232.29588114252,365.16,25.0,False
data,365.24,365.54,0.3,0.22,0,4,0.075,0.2199999999999704,0.2442422309732233,220.9948738253952,365.39,13.333333333333334,True
in,365.76,365.86,0.1,0.04,0,2,0.05,0.0399999999999636,0.1039738689724615,194.98649327712,365.81,20.0,False
the,365.9,365.94,0.04,0.06,0,3,0.0133333333333333,0.0600000000000022,0.1919607703647679,199.4080422346212,365.92,75.0,False
first,366.0,366.22,0.22,0.04,0,5,0.044,0.0399999999999636,0.115368202334243,255.2073833764263,366.11,22.727272727272727,False
place,366.26,366.62,0.36,1.26,0,5,0.072,1.259999999999991,0.0737780435254974,155.37029722099106,366.44,13.88888888888889,True
and,367.88,368.0,0.12,0.02,0,3,0.04,0.0199999999999818,0.1160397282192612,210.5048576011472,367.94,25.0,False
even,368.02,368.22,0.2,0.02,0,4,0.05,0.0199999999999818,0.2943810740138105,243.9436960859917,368.12,20.0,False
if,368.24,368.32,0.08,0.04,0,2,0.04,0.0400000000000204,0.3646237651334402,270.7139682295604,368.28,25.0,False
we,368.36,368.42,0.06,0.08,0,2,0.03,0.079999999999984,0.300024942073164,280.8790994540696,368.39,33.333333333333336,False
could,368.5,368.76,0.26,0.04,0,5,0.052,0.0400000000000204,0.2726490191707276,236.40620477957972,368.63,19.23076923076923,False
magically,368.8,369.26,0.46,0.04,0,9,0.0511111111111111,0.0400000000000204,0.2680172606791215,223.3099257995875,369.03,19.565217391304348,False
understand,369.3,369.7,0.4,0.02,0,10,0.04,0.0200000000000386,0.2300592149119259,220.8566233290193,369.5,25.0,False
all,369.72,369.8,0.08,0.04,0,3,0.0266666666666666,0.0399999999999636,0.4762413312493992,200.33839146119695,369.76,37.5,False
those,369.84,369.98,0.14,0.04,0,5,0.028,0.0399999999999636,0.1754911703005767,219.3702657200436,369.91,35.71428571428571,False
bits,370.02,370.3,0.28,0.04,0,4,0.07,0.0399999999999636,0.13337129830347,195.8551870466332,370.16,14.285714285714285,True
and,370.34,370.4,0.06,0.02,0,3,0.02,0.0200000000000386,0.0969649633405894,,370.37,50.0,False
all,370.42,370.52,0.1,0.02,0,3,0.0333333333333333,0.0200000000000386,0.2753800495847904,185.9885128292532,370.47,30.0,False
those,370.54,370.7,0.16,0.04,0,5,0.032,0.0400000000000204,0.1644872873637594,225.5187476629464,370.62,31.25,False
registers,370.74,371.38,0.64,1.5,0,9,0.0711111111111111,1.5,0.1572414948838225,211.0482552317484,371.06,14.0625,True
forcing,372.88,373.22,0.34,0.06,0,7,0.0485714285714285,0.0599999999999454,0.2396146632834372,269.12097502033726,373.05,20.588235294117645,False
companies,373.28,373.72,0.44,0.04,0,9,0.0488888888888888,0.0399999999999636,0.2178056054422687,261.1233888742489,373.5,20.454545454545453,False
to,373.76,373.84,0.08,0.04,0,2,0.04,0.0400000000000204,0.1533242405718898,247.2171676404546,373.8,25.0,False
reveal,373.88,374.28,0.4,0.08,0,6,0.0666666666666666,0.0800000000000409,0.254329559353295,233.18152694604615,374.08,15.0,True
such,374.36,374.66,0.3,0.22,0,4,0.075,0.2199999999999704,0.1959986476889377,232.03218899695,374.51,13.333333333333334,True
detailed,374.88,375.36,0.48,0.02,0,8,0.06,0.0199999999999818,0.1663910575675603,217.90801199292864,375.12,16.666666666666668,False
information,375.38,376.1,0.72,1.16,0,11,0.0654545454545454,1.1599999999999682,0.1042865159586516,210.31318303850296,375.74,15.27777777777778,True
would,377.26,377.36,0.1,0.04,0,5,0.02,0.0399999999999636,0.2385660629395033,230.3228002469638,377.31,50.0,False
destroy,377.4,377.76,0.36,0.06,0,7,0.0514285714285714,0.0600000000000022,0.2185386006055006,243.831379283819,377.58,19.444444444444446,False
trade,377.82,378.12,0.3,0.02,0,5,0.06,0.0199999999999818,0.1717364145905082,255.7536981475621,377.97,16.666666666666668,False
secrets,378.14,378.74,0.6,0.82,0,7,0.0857142857142857,0.8199999999999932,0.0527904024370034,,378.44,11.666666666666668,True
and,379.56,379.7,0.14,0.04,0,3,0.0466666666666666,0.0400000000000204,0.0934847447671339,183.7609864627503,379.63,21.428571428571427,False
hamper,379.74,380.12,0.38,0.04,0,6,0.0633333333333333,0.0400000000000204,0.2182087921797871,195.498560946738,379.93,15.789473684210526,True
innovation,380.16,380.78,0.62,1.82,0,10,0.062,1.82000000000005,0.0784106468980295,162.97978728977702,380.47,16.129032258064516,True
so,382.6,382.74,0.14,0.14,0,2,0.07,0.1399999999999863,0.0872707218670925,182.43070854304477,382.67,14.285714285714285,True
faced,382.88,383.12,0.24,0.04,0,5,0.048,0.0400000000000204,0.1426669696098498,231.058309267552,383.0,20.833333333333336,False
with,383.16,383.24,0.08,0.04,0,4,0.02,0.0399999999999636,0.2372305039351737,231.30293019912256,383.2000000000001,50.0,False
these,383.28,383.42,0.14,0.04,0,5,0.028,0.0399999999999636,0.2053351732975346,232.04806401638064,383.35,35.71428571428571,False
realities,383.46,384.1,0.64,0.8,0,9,0.0711111111111111,0.7999999999999545,0.2525913453205488,220.41778731366915,383.78,14.0625,True
must,384.9,385.12,0.22,0.04,0,4,0.055,0.0400000000000204,0.1428187959575833,204.08464404923745,385.01,18.181818181818183,False
we,385.16,385.22,0.06,0.08,0,2,0.03,0.079999999999984,0.1460619745192915,227.88339675412325,385.19000000000005,33.333333333333336,False
choose,385.3,385.68,0.38,0.06,0,6,0.0633333333333333,0.0600000000000022,0.1210969960436687,260.40003135747975,385.49,15.789473684210526,True
between,385.74,386.18,0.44,0.26,0,7,0.0628571428571428,0.2599999999999909,0.101846233991646,237.6598868794625,385.96,15.909090909090908,True
accountability,386.44,387.22,0.78,0.88,0,14,0.0557142857142857,0.8799999999999955,0.1407319610732928,208.40110203993584,386.83,17.94871794871795,False
in,388.1,388.22,0.12,0.04,0,2,0.06,0.0399999999999636,0.0582890990576617,,388.16,16.666666666666668,False
progress,388.26,388.9,0.64,2.74,0,8,0.08,2.740000000000009,0.1245519585741912,222.36615775862023,388.58,12.5,True
well,391.64,391.82,0.18,0.06,0,4,0.045,0.0600000000000022,0.3097814266753457,256.5004947644107,391.73,22.22222222222222,False
now,391.88,392.08,0.2,1.36,0,3,0.0666666666666666,1.3600000000000136,0.195590047699642,168.44443700331695,391.98,15.0,True
i've,393.44,393.62,0.18,0.0,0,4,0.045,0.0,0.331531876793905,236.07462134094783,393.53,22.22222222222222,False
been,393.62,393.72,0.1,0.02,0,4,0.025,0.0199999999999818,0.2122822353439295,293.3166628855796,393.67,40.0,False
working,393.74,394.02,0.28,0.02,0,7,0.04,0.0200000000000386,0.2950424390713499,278.5085072774192,393.88,24.999999999999996,False
with,394.04,394.12,0.08,0.06,0,4,0.02,0.0600000000000022,0.1899492367330326,219.3946700127949,394.08,50.0,False
being,394.18,394.38,0.2,0.08,0,5,0.04,0.079999999999984,0.1970100012413068,226.35969200168657,394.28,25.0,False
him,394.46,394.76,0.3,0.56,0,3,0.0999999999999999,0.5600000000000023,0.2654151309602844,297.6168076198499,394.61,10.0,True
sam,395.32,395.54,0.22,0.06,0,3,0.0733333333333333,0.0600000000000022,0.2571975329287891,248.31578813541384,395.43,13.636363636363637,True
gershmin,395.6,396.12,0.52,0.12,0,8,0.065,0.1200000000000045,0.1729854868708872,259.0684992387888,395.86,15.384615384615383,True
and,396.24,396.36,0.12,0.08,0,3,0.04,0.079999999999984,0.1775195771817319,210.17420874676864,396.3,25.0,False
colleagues,396.44,396.9,0.46,0.02,0,10,0.046,0.0200000000000386,0.1981636580270049,265.10988843726926,396.67,21.73913043478261,False
of,396.92,396.96,0.04,0.02,0,2,0.02,0.0200000000000386,0.0518370682148886,,396.94,50.0,False
the,396.98,397.04,0.06,0.04,0,3,0.02,0.0399999999999636,0.176015460012084,184.4529321750411,397.01,50.0,False
berkman,397.08,397.4,0.32,0.06,0,7,0.0457142857142857,0.0600000000000022,0.1495496711447149,212.64185835371333,397.24,21.875,False
klein,397.46,397.8,0.34,0.02,0,5,0.068,0.0199999999999818,0.1752672075193551,291.5253410219459,397.63,14.705882352941176,True
center,397.82,398.3,0.48,0.6,0,6,0.08,0.5999999999999659,0.1194906580526964,164.6721448470575,398.06,12.5,True
to,398.9,398.98,0.08,0.08,0,2,0.04,0.079999999999984,0.1014179563329476,,398.94,25.0,False
understand,399.06,399.7,0.64,0.14,0,10,0.064,0.1399999999999863,0.2241071380435818,246.69630593169975,399.38,15.625,True
how,399.84,400.06,0.22,0.08,0,3,0.0733333333333333,0.079999999999984,0.2925891169213948,261.3032853468489,399.95,13.636363636363637,True
we,400.14,400.22,0.08,0.04,0,2,0.04,0.0399999999999636,0.195075621053065,262.3812517083525,400.18,25.0,False
can,400.26,400.36,0.1,0.06,0,3,0.0333333333333333,0.0600000000000022,0.1969208422229596,231.38297358873297,400.31,30.0,False
have,400.42,400.6,0.18,0.06,0,4,0.045,0.0600000000000022,0.2815549986390308,187.2091979166869,400.51,22.22222222222222,False
both,400.66,401.0,0.34,1.7,0,4,0.085,1.6999999999999886,0.0595156520078528,,400.83,11.76470588235294,True
and,402.7,402.84,0.14,0.02,0,3,0.0466666666666666,0.0200000000000386,0.1598481751371692,254.2908981319605,402.77,21.428571428571427,False
the,402.86,402.92,0.06,0.08,0,3,0.02,0.079999999999984,0.2950925312899218,279.1074896059945,402.89,50.0,False
key,403.0,403.28,0.28,0.06,0,3,0.0933333333333333,0.0600000000000022,0.1612273821209428,214.2228834806003,403.14,10.714285714285714,True
point,403.34,403.94,0.6,1.0,0,5,0.12,1.0,0.1076270353118394,189.79030905461,403.64,8.333333333333334,True
is,404.94,405.08,0.14,0.02,0,2,0.07,0.0200000000000386,0.143246195628583,237.49055436264624,405.01,14.285714285714285,True
that,405.1,405.22,0.12,0.12,0,4,0.03,0.1199999999999477,0.187094263109079,251.19499034030315,405.16,33.333333333333336,False
explanation,405.34,406.44,1.1,0.68,0,11,0.1,0.6800000000000068,0.1506641046365778,241.6089527298793,405.89,10.0,True
is,407.12,407.28,0.16,0.08,0,2,0.08,0.0800000000000409,0.1390414484249093,223.2151658549197,407.2,12.5,True
distinct,407.36,408.04,0.68,0.8,0,8,0.085,0.7999999999999545,0.1001601684557222,252.58532872146736,407.7000000000001,11.76470588235294,True
from,408.84,409.0,0.16,0.04,0,4,0.04,0.0400000000000204,0.1175243169503357,201.8143965836352,408.92,25.0,False
transparency,409.04,409.86,0.82,1.2,0,12,0.0683333333333333,1.1999999999999886,0.1069017376992164,174.66106576717883,409.4500000000001,14.634146341463415,True
yeah,411.06,411.06,0.0,1.1,0,4,0.0,1.1000000000000227,,,411.06,inf,False
when,412.16,412.3,0.14,0.04,0,4,0.035,0.0399999999999636,0.4758783985716522,285.7322584437153,412.23,28.57142857142857,False
i,412.34,412.38,0.04,0.08,0,1,0.04,0.079999999999984,0.4582435279793309,181.95977590983185,412.36,25.0,False
ask,412.46,412.7,0.24,0.02,0,3,0.08,0.0200000000000386,0.3473006657572194,181.93417947888813,412.58,12.5,True
another,412.72,412.98,0.26,0.06,0,7,0.0371428571428571,0.0600000000000022,0.3394710399835433,279.9162235258571,412.85,26.923076923076923,False
human,413.04,413.28,0.24,0.06,0,5,0.048,0.0600000000000022,0.1984432069120484,231.4796902554601,413.16,20.833333333333336,False
for,413.34,413.4,0.06,0.04,0,3,0.02,0.0400000000000204,0.2202393955262494,242.768588954365,413.37,50.0,False
explanation,413.44,414.1,0.66,0.54,0,11,0.06,0.5399999999999636,0.1185480526652033,155.0703285181783,413.77,16.666666666666664,False
i,414.64,414.74,0.1,0.04,0,1,0.1,0.0399999999999636,0.4022180311122569,247.02881918757288,414.69,10.0,True
am,414.78,414.84,0.06,0.04,0,2,0.03,0.0400000000000204,0.3114789569687395,271.3299269234851,414.81,33.333333333333336,False
not,414.88,415.04,0.16,0.06,0,3,0.0533333333333333,0.0600000000000022,0.536311554460835,300.81245284812184,414.96,18.75,False
looking,415.1,415.44,0.34,0.08,0,7,0.0485714285714285,0.079999999999984,0.2026096864546656,223.5200794577153,415.27,20.588235294117645,False
for,415.52,415.6,0.08,0.04,0,3,0.0266666666666666,0.0399999999999636,0.2774656853791776,273.80823178995973,415.56,37.5,False
the,415.64,415.72,0.08,0.06,0,3,0.0266666666666666,0.0599999999999454,0.3479050967098706,260.2119133576017,415.68,37.5,False
flow,415.78,416.06,0.28,0.04,0,4,0.07,0.0400000000000204,0.2941490858570523,259.1685410646544,415.92,14.285714285714285,True
of,416.1,416.16,0.06,0.06,0,2,0.03,0.0600000000000022,0.2275754120576301,271.2524516691614,416.13,33.333333333333336,False
electricity,416.22,416.82,0.6,0.1,0,11,0.0545454545454545,0.1000000000000227,0.1707255397521795,234.03699104776828,416.52,18.333333333333336,False
through,416.92,417.04,0.12,0.04,0,7,0.0171428571428571,0.0399999999999636,0.0978294591446705,180.95722138079444,416.98,58.333333333333336,False
their,417.08,417.18,0.1,0.04,0,5,0.02,0.0400000000000204,0.1622869587606506,172.3632919039574,417.13,50.0,False
new,417.22,417.36,0.14,0.06,0,3,0.0466666666666666,0.0600000000000022,0.1108335087449073,162.77208262507236,417.29,21.428571428571427,False
ones,417.42,417.76,0.34,1.48,0,4,0.085,1.4800000000000182,0.0602968141712296,,417.59,11.76470588235294,True
and,419.24,419.44,0.2,0.16,0,3,0.0666666666666666,0.160000000000025,0.1100576891074737,207.75939667989132,419.34,15.0,True
similarly,419.6,420.12,0.52,0.1,0,9,0.0577777777777777,0.1000000000000227,0.230577144743542,222.0679838028853,419.86,17.307692307692307,False
when,420.22,420.34,0.12,0.04,0,4,0.03,0.0400000000000204,0.2498663177441206,231.10199105278423,420.28,33.333333333333336,False
i,420.38,420.42,0.04,0.06,0,1,0.04,0.0600000000000022,0.3157180856590596,215.8129487806936,420.4,25.0,False
ask,420.48,420.72,0.24,0.04,0,3,0.08,0.0399999999999636,0.2468071677400386,226.2980366079083,420.6,12.5,True
in,420.76,420.8,0.04,0.04,0,2,0.02,0.0399999999999636,0.1387540206320661,224.5636009271216,420.78,50.0,False
a,420.84,420.9,0.06,0.08,0,1,0.06,0.0800000000000409,0.3124713014937043,218.73632568664905,420.87,16.666666666666668,False
i,420.98,421.06,0.08,0.14,0,1,0.08,0.1399999999999863,0.4879915578063479,290.5524046410485,421.02,12.5,True
